,Rates collection,Percentage of accumulated deficit from income,Average per capita expenditure in NIS,Education,Welfare,Total income from the government,Total expenses,Total income,Surplus or deficit per year,Development Work,immigration_balance,Socioeconomic cluster from 1 to 10 lowest 1,Percentage of eligible for a Bagrut,Gini Index of Inequality Index 0 Full Equality,Compactness Cluster from 1 to 10 1 highest
481,43854.0,0.01930000654607345,6981.457489878543,40362.0,14023.0,34342.0,172442.0,183316.0,2946.0,30444.0,80.0,8,89.8,0.4475,3
482,109847.0,0.2456783793773623,7047.200704225353,88509.0,33755.0,76353.0,400281.0,419345.0,24.0,44704.0,50.0,8,87.0,0.442,2
483,28644.0,0.08858958616683421,8606.415662650601,52747.0,41616.0,104932.0,285733.0,287483.0,-28596.0,29015.0,-400.0,4,71.7,0.4378,4
484,91863.0,0.05120610335373307,8975.231053604435,130800.0,29554.0,91593.0,485560.0,494941.0,2546.0,109814.0,1020.0,8,83.3,0.4788,7
485,178737.0,0.022169816260721457,11307.188533627343,246128.0,81945.0,181976.0,1025562.0,1050347.0,10642.0,179283.0,320.0,8,81.5,0.4866,7
486,103956.0,0.1476743354733546,7673.23732718894,133851.0,86395.0,135228.0,666037.0,699370.0,-6683.0,81420.0,570.0,5,61.6,0.4094,8
487,233549.0,0.0037952156310051785,6967.661505605979,361014.0,138096.0,337431.0,1305043.0,1309807.0,2073.0,174206.0,-610.0,5,72.2,0.4034,5
488,444883.0,0.00585888818097557,10620.39696860339,444905.0,271856.0,869223.0,2942912.0,3037095.0,-40169.0,393560.0,670.0,7,72.4,0.4781,9
489,42361.0,0.22912344472449406,8587.399527186762,66746.0,53467.0,114551.0,363247.0,349938.0,-3295.0,33213.0,-340.0,4,46.6,0.3957,6
490,19897.0,0.1385684,5104.486535,19897.0,17497.0,95643.0,190542.0,193865.0,409.0,14379.0,40.0,3,52.4,0.3572,5
491,16024.0,0.13130615719284972,4258.729508196721,30600.0,14084.0,52206.0,103913.0,105730.0,191.0,16330.0,80.0,3,52.0,0.3614,5
492,12529.0,0.04724684136285271,10425.502645502645,55908.0,39855.0,67065.0,197042.0,197791.0,54.0,10782.0,50.0,4,76.7,0.3867,5
493,20434.0,0.10507055629535578,5808.8958990536275,78708.0,24346.0,112557.0,184142.0,193746.0,5206.0,12948.0,40.0,3,72.5,0.3476,4
494,53152.0,0.07291372934148815,8469.395465994961,83947.0,29561.0,83086.0,336235.0,308529.0,2663.0,75569.0,2460.0,5,80.8,0.4289,4
495,47023.0,0.016569123139136586,7268.2807017543855,40216.0,16729.0,33190.0,207146.0,213409.0,0.0,20574.0,-60.0,7,75.4,0.4505,3
496,19002.0,0.06079313425216947,9055.118483412321,56620.0,14685.0,54844.0,191063.0,188064.0,-1278.0,38973.0,80.0,6,72.0,0.4205,7
497,871861.0,0.0454099187608674,7103.975052953637,1283931.0,650158.0,1592389.0,6036958.0,5978892.0,-481.0,1459183.0,-3050.0,4,30.8,0.4328,10
498,38715.0,0.040712269703717364,7094.292452830189,56329.0,13551.0,57281.0,150399.0,141014.0,-3275.0,33074.0,340.0,7,65.3,0.4169,3
499,166854.0,0.014424044030598056,9153.52441613588,262066.0,70120.0,196199.0,862262.0,909731.0,1752.0,193660.0,1300.0,8,81.0,0.4558,5
500,12760.0,0.21329372635641203,5603.971962616823,52566.0,11085.0,70685.0,119925.0,118161.0,-1149.0,3211.0,20.0,3,52.2,0.354,4
501,51991.0,0.028475324109380105,6551.367713004484,70026.0,37133.0,70833.0,292191.0,293728.0,4.0,23287.0,-40.0,5,67.6,0.4103,7
502,50603.0,0.0862465034479369,6180.747922437673,96736.0,72320.0,168139.0,446250.0,467961.0,28441.0,78040.0,-710.0,4,51.6,0.3615,4
503,18943.0,0.10634333173317642,7956.451612903225,61526.0,29634.0,62909.0,197320.0,193731.0,-6798.0,13198.0,-110.0,5,65.2,0.3776,4
504,12956.0,0.010363886051372945,4987.911392405063,58596.0,48039.0,127290.0,315236.0,295642.0,-1938.0,92500.0,520.0,1,3.7,0.3892,7
505,135049.0,0.018397576811001484,7195.735632183908,243957.0,24733.0,194638.0,626029.0,625952.0,208.0,147406.0,420.0,8,84.3,0.4298,7
506,42500.0,0.08370551242452069,7676.256684491979,78907.0,26118.0,90971.0,287092.0,287496.0,-3850.0,43124.0,-90.0,5,72.2,0.3811,9
507,20318.0,0.0751689072495406,6979.905660377359,30323.0,18114.0,62729.0,147974.0,144754.0,177.0,14118.0,-130.0,5,64.3,0.3773,5
508,75026.0,0.11346188583815028,8239.443413729128,80298.0,47430.0,123232.0,444106.0,442880.0,-2895.0,53853.0,340.0,5,70.7,0.4117,6
509,40561.0,0.08342411134495997,7565.037220843673,80387.0,47320.0,99813.0,304871.0,283659.0,-11904.0,85412.0,580.0,7,58.9,0.3795,6
510,70436.0,0.005729304349594322,8905.458515283843,135100.0,25502.0,93527.0,407870.0,393416.0,758.0,28221.0,580.0,3,82.4,0.3765,5
511,37160.0,0.20595888506748883,4451.823056300268,93630.0,50817.0,147192.0,332106.0,320127.0,-12993.0,26700.0,-560.0,5,56.7,0.3765,9
512,22238.0,0.026520124373812404,9611.744680851063,59878.0,19203.0,42022.0,225876.0,231560.0,1522.0,24852.0,-70.0,7,76.3,0.4362,4
513,14217.0,0.05047168735604224,7902.409240924092,60142.0,20123.0,98584.0,239443.0,263098.0,-4866.0,60204.0,-110.0,3,54.7,0.385,2
514,321770.0,0.025146689403524214,10642.213438735178,422290.0,169302.0,386300.0,2153984.0,2181480.0,-242433.0,277677.0,3850.0,5,68.6,0.4216,9
515,17346.0,0.014572993,5265.18505338078,78547.0,23076.0,102357.0,195989.0,181927.0,-9674.0,41970.0,-10.0,2,75.3,0.3751,3
516,41204.0,0.13286148848049478,8881.915789473684,108966.0,51808.0,128657.0,421891.0,396458.0,-21669.0,61976.0,-110.0,4,73.1,0.3794,7
517,42664.0,0.02793023338089791,8691.75799086758,88911.0,46097.0,99687.0,380699.0,423985.0,390.0,101386.0,410.0,5,65.0,0.4008,9
518,13899.0,0.10244576775840068,5073.31914893617,63694.0,15184.0,88774.0,140215.0,141060.0,77.0,20159.0,0.0,2,60.9,0.375,3
519,27849.0,0.08754290592412987,6969.586776859504,32989.0,24547.0,59455.0,168664.0,168683.0,-4344.0,10689.0,-390.0,5,57.6,0.4317,6
520,353468.0,0.09566915323099218,8265.319432120674,525168.0,164860.0,355652.0,1863003.0,1827287.0,371.0,324687.0,3510.0,6,70.8,0.4178,6
521,21280.0,0.15068065142571477,6491.5501519756845,51894.0,35569.0,105424.0,213572.0,208036.0,-4064.0,14960.0,-510.0,4,43.6,0.4302,8
522,8808.0,0.32774712882967283,3917.6190476190477,26772.0,11465.0,45520.0,82270.0,86463.0,20.0,10012.0,20.0,2,43.2,0.3664,2
523,71792.0,0.1420985388153911,8235.191256830602,92596.0,21418.0,81524.0,301408.0,315429.0,-10432.0,42376.0,650.0,8,83.9,0.4592,2
524,71637.0,0.03076405889045961,7858.839779005525,120769.0,46138.0,133105.0,426735.0,464048.0,516.0,62507.0,380.0,5,67.8,0.4218,8
525,56972.0,0.06351001838521704,8431.333333333334,79246.0,31071.0,54793.0,328822.0,320910.0,607.0,62250.0,110.0,6,70.6,0.4204,7
526,38227.0,0.046605470852189704,10543.102766798418,151073.0,54161.0,155832.0,533481.0,522149.0,-16929.0,75025.0,490.0,4,56.6,0.3839,4
527,42527.0,0.09149209667622506,7405.886889460155,69982.0,40789.0,116750.0,288089.0,283172.0,-33040.0,8955.0,170.0,5,66.2,0.3994,3
528,61163.0,0.10446927575607981,7068.156565656565,68207.0,26878.0,64502.0,279899.0,277517.0,-3838.0,44284.0,200.0,6,74.1,0.4286,4
529,10915.0,0.27046900678437485,9465.915492957745,42594.0,28344.0,81347.0,201624.0,189848.0,-11301.0,6556.0,-360.0,4,48.8,0.3722,1
530,18532.0,0.2013882188686527,7901.948051948051,45805.0,26298.0,83960.0,182535.0,176197.0,-4073.0,19880.0,-300.0,5,59.4,0.3791,4
531,63200.0,0.015515820605732217,8791.232227488152,109954.0,34587.0,92962.0,370990.0,354348.0,5498.0,67553.0,80.0,6,70.5,0.4328,5
532,27624.0,0.108127021723279,4300.04219409283,89217.0,25409.0,126047.0,203822.0,204343.0,103.0,25667.0,14.0,2,56.1,0.3482,7
533,22700.0,0.15658177177002958,6440.0,27525.0,20309.0,67050.0,155848.0,137896.0,-17048.0,12010.0,-177.0,3,43.7,0.3651,3
534,95477.0,0.1038428973315489,6394.9855907780975,45034.0,29081.0,51339.0,221906.0,219678.0,17.0,9474.0,-136.0,5,60.1,0.417,3
535,30611.0,0.21301518792813118,7981.375,39568.0,14358.0,55026.0,127702.0,122334.0,-4473.0,7251.0,-228.0,4,68.0,0.3602,2
536,224570.0,0.13484845525703038,9312.76150627615,113320.0,30399.0,103994.0,445150.0,460821.0,-8551.0,34458.0,-640.0,5,62.9,0.3776,8
537,27811.0,0.022656119149155468,4295.755208333334,28761.0,15080.0,59351.0,164957.0,155234.0,-1586.0,47845.0,273.0,2,29.0,0.389,3
538,25287.0,0.04939340631294948,6177.401129943503,24332.0,10922.0,42374.0,109340.0,109711.0,373.0,15375.0,-16.0,5,46.1,0.3646,8
539,539715.0,0.014739890431124118,5975.522317188984,360558.0,144378.0,300823.0,1258445.0,1244514.0,2459.0,99599.0,366.0,5,56.8,0.4164,7
540,249005.0,0.024997453643361606,5111.956331877729,110353.0,83101.0,121728.0,585319.0,579259.0,1314.0,46186.0,841.0,5,64.9,0.4165,7
541,33774.0,0.23604996249551577,5251.84659090909,53137.0,13119.0,86582.0,184865.0,183978.0,1752.0,23450.0,71.0,3,57.2,0.3527,5
542,501264.0,0.13527842897428058,5914.406345957011,278368.0,167381.0,284100.0,1155675.0,1177320.0,616.0,90940.0,-1195.0,5,60.6,0.44,7
543,23476.0,0.24208389187500814,10482.470588235294,23359.0,18502.0,82384.0,178202.0,153674.0,-27314.0,17408.0,-181.0,4,51.4,0.3582,5
544,95473.0,0.004631660106544944,4334.85111662531,85850.0,45654.0,126054.0,349389.0,357971.0,111.0,56183.0,1206.0,3,42.0,0.4224,8
545,14402.0,0.07515108040252015,4046.356382978723,27542.0,17299.0,63947.0,152143.0,147769.0,-6532.0,32277.0,556.0,1,36.4,0.3654,6
546,255598.0,0.12485999781509809,6031.80616740088,261164.0,118850.0,376409.0,958454.0,979449.0,-5048.0,75857.0,-518.0,3,47.8,0.4241,2
547,249518.0,0.13178601391974268,5416.664110429448,152437.0,96318.0,196109.0,706333.0,717542.0,193.0,60033.0,-635.0,5,62.1,0.3702,3
548,48982.0,0.07865473284513154,5533.214285714286,28606.0,9662.0,23976.0,123944.0,132732.0,4614.0,16806.0,23.0,8,83.3,0.4505,3
549,162241.0,0.30302340393033866,5777.62962962963,59730.0,26254.0,52940.0,311992.0,346993.0,925.0,20072.0,354.0,8,76.6,0.4492,2
550,53450.0,0.12727710821463806,6903.006134969325,39615.0,33198.0,83108.0,225038.0,219961.0,-12708.0,23297.0,-254.0,4,65.9,0.4454,4
551,128857.0,0.10402422838168823,8680.762886597939,89952.0,22033.0,58262.0,421017.0,438494.0,-33750.0,75203.0,419.0,8,79.4,0.4837,7
552,397226.0,0.06730672711082328,9830.05675368899,174889.0,65339.0,125999.0,866028.0,926475.0,21540.0,159819.0,-130.0,8,74.3,0.504,7
553,238847.0,0.16083386828513904,6698.527607361963,103950.0,65537.0,92733.0,545930.0,548336.0,-10676.0,110556.0,199.0,5,49.3,0.415,8
554,420164.0,0.013367004432862203,5301.002754820936,262917.0,103841.0,243215.0,962132.0,979277.0,1974.0,55703.0,465.0,5,68.3,0.4066,5
555,1081349.0,0.020054133418752836,9297.222222222223,337292.0,218888.0,652720.0,2493515.0,2519331.0,15972.0,403173.0,860.0,7,66.7,0.4915,9
556,100112.0,0.2988173669741187,7825.011990407674,63855.0,44559.0,87153.0,326303.0,307365.0,-35386.0,32398.0,-268.0,4,46.3,0.3942,6
557,18386.0,0.13877655,4689.02863,34257.0,18865.0,67098.0,178745.0,178986.0,968.0,14078.0,36.0,3,41.5,0.3542,5
558,16653.0,0.42441520784194925,3955.764192139738,16608.0,9908.0,38993.0,90587.0,92426.0,2138.0,9200.0,4.0,3,46.5,0.3571,5
559,60910.0,0.05824824204542393,8026.612903225806,42739.0,29264.0,49991.0,149295.0,148468.0,72.0,7547.0,-241.0,4,64.6,0.387,5
560,22958.0,0.20760231930556783,5052.8327645051195,47756.0,17001.0,84233.0,148048.0,147113.0,1349.0,22405.0,-22.0,3,64.2,0.3325,4
561,113305.0,0.11028911639739591,6460.6325301204815,62868.0,22924.0,55306.0,214493.0,226414.0,4770.0,17150.0,-366.0,5,74.6,0.4601,4
562,88337.0,0.0322341608002964,5966.544117647059,26845.0,11596.0,20987.0,162290.0,172736.0,382.0,13372.0,170.0,7,72.6,0.46,3
563,46530.0,0.0728674523648824,6548.2474226804125,37541.0,10917.0,42116.0,127036.0,115566.0,-401.0,10670.0,-111.0,6,62.1,0.4179,7
564,1638751.0,0.06601075486945504,5235.459967009263,905953.0,467536.0,1083240.0,4126066.0,4209814.0,3186.0,524223.0,-3314.0,4,32.9,0.4409,10
565,30779.0,0.003787033198328922,6487.234042553191,31157.0,10084.0,34719.0,121960.0,125428.0,110.0,29391.0,847.0,7,55.3,0.4200932458327131,3
566,228863.0,0.03483575052529083,7332.497055359246,179083.0,54880.0,121630.0,622529.0,624416.0,1264.0,123174.0,281.0,8,74.0,0.4654,5
567,13824.0,0.2044256492605702,6016.546391752578,31784.0,8066.0,57557.0,116721.0,118943.0,-16.0,16629.0,78.0,3,47.0,0.3381,4
568,112389.0,0.037395020723443924,5644.414414414415,52889.0,30738.0,52054.0,250612.0,247787.0,-7882.0,20812.0,-96.0,5,54.3,0.4144,7
569,130409.0,0.1490342263865316,5206.420454545454,79913.0,58587.0,151364.0,366532.0,387099.0,3650.0,38908.0,-810.0,4,37.5,0.357,4
570,54591.0,0.06679051969748435,6099.875518672199,32639.0,22852.0,52579.0,147007.0,144257.0,-2537.0,14078.0,-141.0,5,51.5,0.3808,4
571,13506.0,0.013846879050948658,4311.502057613168,31909.0,28562.0,82795.0,209539.0,203656.0,631.0,59015.0,878.0,1,32.4,0.3896,7
572,158994.0,0.04193494786690483,5819.633986928105,165880.0,17033.0,118207.0,445202.0,433314.0,-1716.0,101594.0,2011.0,8,76.0,0.4289,7
573,66737.0,0.0598685800535347,5976.806722689075,64727.0,16210.0,62429.0,213372.0,219297.0,4433.0,22386.0,508.0,5,66.7,0.3746,9
574,28831.0,0.21287834325480004,6698.899521531101,25639.0,15882.0,55606.0,140007.0,131197.0,-10834.0,29587.0,-21.0,5,56.7,0.3772,5
575,125712.0,0.09471356304791165,7176.150870406189,57452.0,34575.0,80571.0,371007.0,377570.0,-20028.0,43550.0,-13.0,5,59.5,0.4141,6
576,106737.0,0.0009718534973180907,7185.626598465473,66408.0,21109.0,53423.0,280958.0,295312.0,249.0,51229.0,685.0,7,66.8,0.4398,6
577,69321.0,0.11029605193532878,4487.219178082192,86836.0,40605.0,53423.0,327567.0,330719.0,-26838.0,28556.0,-252.0,3,46.9,0.3714,5
578,97695.0,0.006442657625431584,6445.867970660147,63632.0,44988.0,117653.0,263636.0,257192.0,43.0,21718.0,-255.0,5,51.5,0.3755,9
579,63998.0,0.04589739499613483,6822.416666666667,40782.0,16382.0,30886.0,163738.0,162994.0,1388.0,15588.0,201.0,7,71.6,0.4355,4
580,25219.0,0.08585194395294343,6091.745454545455,48699.0,16220.0,80083.0,167523.0,167288.0,-3970.0,29500.0,-65.0,3,46.5,0.3734,2
581,489601.0,0.032401507551313685,6404.3254817987145,323400.0,137384.0,287587.0,1196328.0,1180192.0,51.0,151832.0,1207.0,5,60.8,0.4258,9
582,17280.0,0.16832452189804842,5813.307984790875,46135.0,11359.0,82426.0,152890.0,153210.0,307.0,17393.0,10.0,2,56.1,0.3499,3
583,93225.0,0.09092947378009048,9540.278969957082,50649.0,41351.0,97397.0,444577.0,428167.0,-34452.0,46051.0,-444.0,4,47.4,0.3745,7
584,97189.0,0.050473425072591845,6875.0,60305.0,34125.0,60772.0,281875.0,277235.0,-3432.0,30614.0,-41.0,5,52.0,0.397,9
585,10144.0,0.09603814741541115,4536.2211981566825,37615.0,9487.0,60535.0,98436.0,98565.0,113.0,15184.0,12.0,2,46.7,0.3426910965236739,3
586,40578.0,0.10626792974635213,6365.400843881856,24950.0,19351.0,52531.0,150860.0,145359.0,-4170.0,15273.0,23.0,5,47.4,0.4465,6
587,687005.0,0.11511157730785204,7027.854097584083,364860.0,127764.0,247469.0,1483580.0,1543459.0,1595.0,249393.0,2197.0,6,67.4,0.4255,6
588,48958.0,0.18337779386269576,5639.342105263158,35871.0,27966.0,86633.0,171436.0,171313.0,-593.0,9565.0,240.0,4,39.5,0.4268,8
589,7668.0,0.4623357945875791,3131.979166666667,19364.0,6522.0,32777.0,60134.0,57017.0,-1598.0,6978.0,5.0,2,32.8,0.355,2
590,74002.0,0.23769228877943238,7170.776397515528,61676.0,15313.0,47590.0,230899.0,244034.0,-5842.0,30138.0,677.0,8,78.6,0.4725,2
591,112789.0,0.0628474621881632,6355.417475728155,85259.0,37784.0,94851.0,327304.0,327014.0,3647.0,33003.0,258.0,5,61.9,0.434,8
592,91782.0,0.07004086451840437,6917.957559681697,64296.0,24969.0,32065.0,260807.0,260862.0,-1229.0,23243.0,55.0,6,59.8,0.4338,7
593,107929.0,0.009409375779688693,8556.55462184874,121309.0,41300.0,136575.0,407292.0,404809.0,-880.0,25320.0,-455.0,4,57.5,0.369,4
594,44712.0,0.05030306722305138,5247.724867724868,51136.0,34602.0,94630.0,198364.0,196986.0,-1125.0,10242.0,-105.0,5,62.0,0.4132,3
595,63639.0,0.09877697910039596,5169.194805194805,51778.0,22423.0,42745.0,199014.0,210626.0,-1226.0,13142.0,23.0,6,62.7,0.4405,4
596,39122.0,0.19524219984589064,7805.0,32848.0,20976.0,63233.0,162344.0,153138.0,-10042.0,14863.0,-213.0,4,47.8,0.3572,1
597,37253.0,0.1218597470170256,7084.077253218884,56234.0,20278.0,83409.0,165059.0,164517.0,-4702.0,13754.0,-160.0,5,58.0,0.3769,4
598,115027.0,0.03552209252191687,6303.341836734693,79792.0,28129.0,71234.0,247091.0,250492.0,1694.0,18931.0,43.0,6,64.7,0.4501,5
